ImageId, PositionX, PositionY, PositionZ, RotationX, RotationY, RotationZ, AspectRatio, FocalLength, RadialDistortionK1, RadialDistortionK2
45, -4.88616, -3.38975, 0.332633, -0.550154874950505, -0.463385474607712, 1.22871372913329, 1.33333, 0.815328, 0.0220671, -0.0221219
46, -4.92767, -3.38477, 0.32787, -0.592373878295478, -0.448485527211568, 1.23740267838678, 1.33333, 2.01846, 0.0242188, -0.0242957
47, -4.97849, -3.34363, 0.245023, -0.814606382629033, -0.700435554072372, 1.15488654611415, 1.33333, 0.818334, 0.0240182, -0.0233439
48, -5.7805, -0.00387753, 0.254452, -0.823521009291048, -1.4481245611985, 1.62142247951351, 1.33333, 0.818653, 0.0213381, -0.0213179
49, -5.84126, 0.124494, 0.260625, -1.06666818438026, -1.14099904533732, 1.19948460159411, 1.33333, 0.814507, 0.0225547, -0.0227937
50, -5.75346, 0.318563, 0.260399, -1.33954800034802, -0.541611888018121, 0.553073261283131, 1.33333, 0.818359, 0.0177607, -0.0179217
51, -5.82404, 0.258285, 0.237849, -1.29175870697342, -0.803965370025714, 0.828457361598825, 1.33333, 0.815323, 0.0225543, -0.0228029
52, -5.80455, 0.214648, 0.266487, -0.927246001114983, -0.675862191170776, 1.1465775810332, 1.33333, 0.815369, 0.023828, -0.0233839
53, -5.75642, 0.305164, 0.278297, -1.00448684139866, -0.441877205209, 0.75345513013828, 1.33333, 0.817325, 0.0238611, -0.024015
54, -5.79809, 0.370247, 0.242659, -1.46612667976126, -0.446481731217485, 0.42823225465498, 1.33333, 0.815529, 0.0198189, -0.0199797
55, -5.78013, 0.34824, 0.246182, -1.47304235281963, -0.386103989590529, 0.389394396121531, 1.33333, 0.82002, 0.0226554, -0.0230357
56, -5.75033, 0.386441, 0.246396, -1.47791091784462, -0.299658865154939, 0.283137274126914, 1.33333, 0.816753, 0.0208743, -0.0213361
57, -5.73109, 0.402203, 0.244132, -1.46987431195745, -0.216102353675729, 0.176112668389445, 1.33333, 0.81684, 0.0216084, -0.0219548
58, -5.67035, 0.418815, 0.24939, -1.47016401683843, -0.0707413995016466, 0.0164498876182618, 1.33333, 0.81777, 0.0237383, -0.0241185
59, -5.60009, 0.404402, 0.250435, -1.46485333447317, 0.0882324757149794, -0.140553804792844, 1.33333, 0.820057, 0.022054, -0.0223907
60, -5.52194, 0.383546, 0.257861, -1.44242313584372, 0.25785491679398, -0.335806241810126, 1.33333, 0.820721, 0.0198346, -0.019904
61, -5.42782, 0.392871, 0.270311, -1.39227494953074, 0.4278477982139, -0.539606630358275, 1.33333, 0.814554, 0.0197802, -0.0199462
62, -5.38716, 0.335019, 0.276224, -1.33218897758023, 0.597895668684179, -0.700260434822825, 1.33333, 0.815232, 0.0181262, -0.0184429
63, -5.47366, 0.390463, 0.275442, -1.33654341868589, 0.773000118895203, -0.800624500345256, 1.33333, 0.819146, 0.0256671, -0.0261579
64, -5.4121, 0.314442, 0.273527, -1.21956698190961, 0.949771693103614, -1.01489101991337, 1.33333, 0.814883, 0.0214702, -0.021639
65, -5.35044, 0.162917, 0.253405, -1.07656321712501, 1.19597931493421, -1.25995410681113, 1.33333, 0.810815, 0.0204632, -0.020725
66, -5.37938, 0.0804758, 0.254094, -0.902509451163552, 1.4068882092406, -1.4677732698085, 1.33333, 0.807605, 0.0215087, -0.0223866
67, -5.44347, 0.0608056, 0.248405, -0.727191105159458, 1.6188046262459, -1.74894432691651, 1.33333, 0.823085, 0.025671, -0.0262108
68, -5.51932, -0.0809671, 0.230355, -0.604122080276629, 1.85873134666629, -1.85322300413544, 1.33333, 0.809597, 0.0123351, -0.0124716
69, -5.59715, -0.0946153, 0.213235, -0.36606044563889, 2.06400255953356, -1.99415166389783, 1.33333, 0.826488, 0.0184951, -0.0188251
70, -5.55781, -0.239958, 0.228936, -0.231603555434626, 2.07860723672161, -2.04259287855789, 1.33333, 0.820928, 0.023441, -0.0237494
71, -5.53786, -0.153426, 0.256344, -0.23198675650521, 2.00078708523219, -2.13240372792489, 1.33333, 0.821706, 0.0231643, -0.0238134
72, -5.97378, -0.0253601, 0.277657, -0.746514972886825, -1.64365065897049, 1.78313534752916, 1.33333, 0.818999, 0.0225888, -0.0224602
73, -6.02605, 0.0185132, 0.269861, -0.873091043114101, -1.54046847150156, 1.6641014336784, 1.33333, 0.817957, 0.0228153, -0.0233016
74, -6.0421, 0.0603705, 0.268768, -0.984625864217194, -1.41827610004862, 1.55733986397836, 1.33333, 0.817051, 0.0216828, -0.0218043
75, -5.86805, 0.480039, 0.323334, -1.04046970017551, -0.121870847206557, 0.379320833493994, 1.33333, 0.816484, 0.022254, -0.0224147
76, -5.84361, 0.445405, 0.322118, -0.767507314199683, -0.0970749360280955, 0.355654509755664, 1.33333, 0.817931, 0.0198955, -0.0201491
77, -5.81972, 0.412719, 0.348763, -0.658748895408896, -0.0640336112912138, 0.313622743860021, 1.33333, 0.81538, 0.0165042, -0.0167122
78, -5.61563, -0.0389153, 0.244626, -0.300531746203624, 1.98580588462693, -2.02965019927826, 1.33333, 0.82238, 0.0220206, -0.0225113
79, -5.67214, -0.0850051, 0.247695, -0.0948872172681477, 2.08557756455838, -2.22911133256553, 1.33333, 0.820555, 0.0229795, -0.0236355
80, -5.76845, -0.104002, 0.246513, -0.134466661141851, -2.10652829317975, 2.23888516267055, 1.33333, 0.818691, 0.0239274, -0.0238796
81, -5.89282, -0.0716726, 0.255564, -0.445361490155762, -1.92436376141135, 2.06019594460941, 1.33333, 0.81842, 0.0237353, -0.0231234
82, -5.97752, -0.0335225, 0.2459, -0.664876562581133, -1.74526936519272, 1.85344488117825, 1.33333, 0.817971, 0.0224463, -0.0220221
83, -6.06778, 0.0495414, 0.243628, -0.897131766852534, -1.54463177393539, 1.60576776480104, 1.33333, 0.817997, 0.0208536, -0.0212141
84, -6.14732, 0.120466, 0.235665, -1.06221942105067, -1.40718425556292, 1.45576607442559, 1.33333, 0.817618, 0.0228485, -0.0227054
85, -1.32095, 2.77029, -0.0975652, -1.08742975287209, -1.02853595753482, 1.2815057212556, 1.33333, 0.768323, 0.00382386, -0.00381798
86, -1.5072, 3.37529, -0.0752362, -0.868903655357408, -1.31844500371575, 1.58588225532604, 1.33333, 0.79884, 0.0120353, -0.0121534
87, -1.69876, 3.74351, -0.0601693, -0.826706012988179, -1.33747227433732, 1.63492613618541, 1.33333, 0.817064, 0.0128537, -0.0128198
88, -1.99592, 4.21354, -0.0407765, -0.598101911820325, -1.55270341073361, 1.83906157164456, 1.33333, 0.831393, 0.00951585, -0.0095976
89, -0.73556, 0.342661, -0.190192, -0.88535765020346, -1.44823846092664, 1.58087434944975, 1.33333, 0.819301, 0.0227424, -0.0230441
90, -0.774813, 0.324578, -0.181435, -0.916695059658477, -1.43870130308017, 1.54900221551267, 1.33333, 2.03899, 0.0671571, -0.0679105
91, -0.7496, 0.603723, -0.17762, -1.24304059885915, -0.819656332860427, 0.928123382172417, 1.33333, 0.817695, 0.0256213, -0.0253109
92, -0.745141, 0.641797, -0.178444, -1.2648680921813, -0.741918536643878, 0.867123232748485, 1.33333, 0.817932, 0.0250892, -0.0252974
93, -0.715539, 0.68992, -0.184349, -1.32763408478547, -0.620492881163351, 0.736838240513281, 1.33333, 0.818189, 0.0222087, -0.0211424
94, -0.709256, 0.710729, -0.187901, -1.34239486107821, -0.587208361232073, 0.676661424218579, 1.33333, 0.818083, 0.0206383, -0.0198875
95, -0.704983, 0.723351, -0.193779, -1.38382397623504, -0.584523144464036, 0.662225780493894, 1.33333, 0.818225, 0.0200775, -0.0193103
96, -0.670103, 0.75975, -0.202567, -1.42520920147934, -0.525473252712979, 0.58345341996092, 1.33333, 0.818619, 0.0191431, -0.0188958
97, -0.650568, 0.787934, -0.209545, -1.4535016834443, -0.524166993083747, 0.608767316740952, 1.33333, 0.819574, 0.0190555, -0.0188411
98, 0.00464716, 1.152, -0.180295, -1.37543666995559, -0.753843754912221, 0.836459027562608, 1.33333, 0.820486, 0.0215175, -0.0219727
99, 0.0905901, 0.777363, -0.216066, -0.507235288269773, -1.78346311607397, 1.91781603119593, 1.33333, 0.814292, 0.0222524, -0.022454
100, 0.16961, 0.741842, -0.241864, -0.207104057139645, -2.06501240711915, 2.03901338567829, 1.33333, 0.815202, 0.0238323, -0.0241756
101, 0.105512, -0.324477, -0.154506, -0.287366488939722, -1.53416420516084, 2.19672817428899, 1.33333, 0.818012, 0.0241928, -0.02428
102, -0.0374115, -1.09028, -0.0640843, -0.584512244088606, -1.08356889288931, 1.79193477319944, 1.33333, 0.815953, 0.0169056, -0.0172634
103, -0.250457, -1.22567, 0.0284144, -0.529177612288213, -0.979292997353533, 1.82681236371758, 0.75, 0.810719, 0.0148848, -0.0150995
104, -0.175959, -1.22388, 0.221095, -0.763218442789939, -1.17610369880477, 1.71510583165385, 0.75, 0.804738, 0.0178464, -0.0181063
105, 0.238082, -0.689732, -0.23526, -0.225580602577043, -2.0824240484747, 2.08495894213714, 1.33333, 0.815656, 0.0227771, -0.0230677
106, 0.319353, -0.693231, -0.246166, -0.114413964608627, 2.18045170123231, -2.15988618583994, 1.33333, 0.816173, 0.0258114, -0.0264731
107, 0.427471, -0.632946, -0.247137, -0.491903197653677, 1.98435240627098, -1.93824709718769, 1.33333, 0.812692, 0.0232964, -0.0238936
108, 0.491543, -0.552684, -0.254204, -0.845363707965249, 1.68571756039674, -1.64368590026631, 1.33333, 0.818261, 0.0210322, -0.0208944
109, 0.545332, -0.499895, -0.261385, -1.0007112552843, 1.49239303815547, -1.47979289719797, 1.33333, 0.817124, 0.0227222, -0.022709
110, 0.543486, -0.393922, -0.258716, -1.16022103309478, 1.23950902561631, -1.19462921173941, 1.33333, 0.819915, 0.0224304, -0.0227496
111, 0.637756, -0.267219, -0.26904, -1.27706375348447, 1.04530913041461, -1.02136168585597, 1.33333, 0.822074, 0.0212145, -0.0216817
112, 0.666816, -0.223677, -0.273973, -1.39902556068948, 0.832250455298593, -0.793442792663055, 1.33333, 0.819477, 0.0193361, -0.0196879
113, 0.635278, -0.191094, -0.273763, -1.4396506562341, 0.69313715218532, -0.628218496004583, 1.33333, 0.821086, 0.0180133, -0.0184416
114, 0.55542, -0.133585, -0.262984, -1.49797028989586, 0.428300865811771, -0.391978830666151, 1.33333, 0.817807, 0.0186671, -0.018991
115, 0.460158, -0.104848, -0.259899, -1.53287697510352, 0.193282787491499, -0.155954036842429, 1.33333, 0.817302, 0.0219848, -0.0221047
116, 0.377631, -0.125501, -0.265309, -1.52968374647487, -0.0743198804302, 0.0914143901838931, 1.33333, 0.817387, 0.0233158, -0.0236771
117, 0.309116, -0.128574, -0.261381, -1.50159149111899, -0.177352420090782, 0.192652760443633, 1.33333, 0.817267, 0.022792, -0.022982
118, 0.243628, -0.154089, -0.261431, -1.48972055718944, -0.293648310329014, 0.312449085912248, 1.33333, 0.817483, 0.0231182, -0.0219139
119, 0.173715, -0.206377, -0.2591, -1.44633278727892, -0.491814937006992, 0.511828336385836, 1.33333, 0.817515, 0.0243964, -0.0242161
120, 0.0849851, -0.322513, -0.25829, -1.36385183706619, -0.776499085760005, 0.804123813433204, 1.33333, 0.81797, 0.0257115, -0.0261272
121, 0.0680803, -0.39525, -0.256983, -1.25177801164122, -1.00264685919229, 1.02298113944001, 1.33333, 0.814595, 0.0240775, -0.0243712
122, 0.0927741, -0.435149, -0.255811, -1.18039453626115, -1.12695238498842, 1.16428053587294, 1.33333, 0.815823, 0.0207789, -0.0211756
123, 0.127479, -0.533395, -0.255415, -1.04832232479151, -1.31326102366076, 1.35026973227532, 1.33333, 0.811613, 0.0149373, -0.0151844
124, -0.0082791, -0.128518, -0.134239, -0.967756630547512, -0.659158570145332, 1.03346592572449, 1.33333, 0.817033, 0.024115, -0.0242848
125, 0.0486667, -0.0874361, -0.120226, -0.989359697467102, -0.42649595657181, 0.688372934478491, 1.33333, 0.81858, 0.0231062, -0.0233766
126, 0.130068, -0.0385151, -0.0956301, -1.0214598329806, -0.137561930480589, 0.269714014874193, 1.33333, 0.818504, 0.0212351, -0.0212484
127, 0.198752, -0.0159568, -0.105036, -1.05728333765876, 0.00612488958344163, 0.00209502508741671, 1.33333, 0.818306, 0.0212557, -0.0211944
128, 0.186001, -0.0289264, -0.101223, -1.04972375984406, 0.0424644157515207, -0.0315119935068011, 1.33333, 0.817985, 0.0204719, -0.0204393
129, 0.289581, -0.0189227, -0.11263, -1.0252462040161, 0.273494516673288, -0.597810285173925, 1.33333, 0.818452, 0.0173236, -0.0176179
130, 0.325724, 0.0106178, -0.112063, -0.951801330964152, 0.539542286865495, -0.923385997133114, 1.33333, 0.817499, 0.0220581, -0.0222082
131, 0.375567, -0.00907558, -0.133116, -1.04163312975025, 0.665597475466489, -1.00099459362044, 1.33333, 0.819251, 0.0366396, -0.0382838
132, 0.417616, -0.0812679, -0.133501, -0.950517871308723, 0.884526536772555, -1.22918694023265, 1.33333, 0.811598, 0.0181416, -0.0186058
133, 0.424022, -0.156969, -0.139777, -0.840908848445832, 1.05645270553349, -1.51190718163476, 1.33333, 0.813577, 0.026748, -0.0268161
134, 0.395892, -0.242068, -0.145301, -0.720050648287318, 1.2234055617668, -1.75944290560303, 1.33333, 0.815046, 0.0234389, -0.0232245
135, 0.325695, -0.316477, -0.141746, -0.572678773797595, 1.37834197489132, -2.03451857848141, 1.33333, 0.814834, 0.0197811, -0.0194432
136, 0.280442, -0.395753, -0.134678, -0.377034980132935, 1.53715199644766, -2.30348789355309, 1.33333, 0.815301, 0.0233922, -0.0238272
137, 0.204246, -0.416076, -0.121886, -0.179761782081949, 1.68893905904481, -2.4730568967044, 1.33333, 0.814885, 0.0255651, -0.0256505
138, 0.113574, -0.506568, -0.109095, -0.167946112650781, -1.6688392229782, 2.50877387916927, 1.33333, 0.81546, 0.026745, -0.0268956
139, 0.0623603, -0.487217, -0.0996525, -0.371294138313927, -1.45087827816934, 2.21093563381268, 1.33333, 0.815558, 0.0242337, -0.0238526
140, 0.0144865, -0.461438, -0.0913342, -0.491796558733905, -1.3032079970535, 2.01745951305772, 1.33333, 0.812466, 0.0221835, -0.0218362
141, 0.0281749, -0.495939, -0.107046, -0.449598103004279, -1.38814120192352, 2.06323165287197, 1.33333, 0.814361, 0.0222924, -0.0220704
142, -0.0544597, -1.10141, -0.0572968, -0.739340623196331, -0.0752254187014599, 0.354125063885129, 1.33333, 0.818954, 0.0236663, -0.0239261
143, -0.058169, -1.12575, -0.0441249, -0.495023032924761, -0.056601718855633, 0.355086575870629, 1.33333, 0.818414, 0.0240283, -0.024244
144, -0.0820994, -1.09081, -0.0263895, -0.39720355278055, -0.0536791749982573, 0.349295304975352, 1.33333, 0.820136, 0.0225028, -0.0227386
145, -0.0640788, -1.08262, -0.0204299, -0.269787470797905, -0.0309962151390787, 0.331486461049258, 1.33333, 0.820807, 0.022948, -0.0230256
146, -0.0640655, -1.10459, -0.00747461, -0.0701169544658056, -0.012452572434436, 0.294418290303883, 1.33333, 0.819506, 0.021659, -0.0217952
147, -0.0482582, -1.11137, -0.0138068, 0.144946726964235, 0.0218069436952436, 0.325732877159111, 1.33333, 0.819215, 0.0200424, -0.0200361
148, -0.779695, 1.58792, -0.0854884, -0.32011757523659, 1.4565168123527, -2.36270530846543, 1.33333, 0.81913, 0.01646, -0.0166986
149, -0.800256, 1.59595, -0.0564532, -0.238970131616813, 1.04225795225758, -2.54003780928575, 1.33333, 0.82025, 0.0203084, -0.0206468
150, -0.800508, 1.5884, -0.0401082, -0.232758348951665, 0.939556576467853, -2.56139801303936, 1.33333, 0.817568, 0.023056, -0.0233506
151, -0.801692, 1.59424, -0.0538942, -0.234760882342004, 0.922925503122237, -2.55982187702193, 1.33333, 0.82039, 0.0219125, -0.0221961
152, -0.812682, 1.61548, -0.0335164, -0.209307087657822, 0.656648326791461, -2.62090865278726, 1.33333, 0.822409, 0.0205218, -0.0206963
153, -0.824364, 1.63003, 0.00445446, -0.165861899280753, 0.572035203720117, -2.63758953868247, 1.33333, 0.820469, 0.0225662, -0.0229274
154, -0.838876, 1.6777, 0.0314898, -0.145569545263209, 0.404080501177446, -2.67231102773167, 1.33333, 0.821213, 0.0233594, -0.0236607
155, -0.829921, 1.66525, 0.0799377, -0.0190724369087377, 0.0340108062224262, -2.70667658006472, 1.33333, 0.815442, 0.0226282, -0.0221088
156, -0.84207, 1.66615, 0.0872945, -0.100414637817958, -0.353742150744171, -2.72807683885748, 1.33333, 0.814558, 0.0209744, -0.0212734
157, 4.60606, 4.07978, -0.168332, -1.08563943480284, -1.06321176257028, 1.29225896594573, 1.33333, 0.817155, 0.0229666, -0.0224797
158, 4.74347, 3.97287, -0.103517, -0.7572312086012, -1.11846348911399, 1.66552971491648, 1.33333, 0.815524, 0.0230885, -0.0208415
159, 4.78982, 3.9397, -0.0930611, -0.722311441634983, -1.13753733322629, 1.68936980210323, 1.33333, 0.815351, 0.0238355, -0.0213982
160, 4.87337, 3.91341, -0.0917846, -0.641980899803005, -1.14168594202737, 1.78674230026212, 1.33333, 0.816524, 0.025373, -0.0226544
161, 4.90199, 3.86137, -0.0904861, -0.612719276432127, -1.15845652464629, 1.8979334734041, 1.33333, 0.81483, 0.0261176, -0.0243961
162, 4.93667, 3.82451, -0.0999673, -0.587433973121397, -1.25502303946993, 1.93539272057464, 1.33333, 0.814925, 0.0263366, -0.0244528
163, 4.99076, 3.7629, -0.1283, -0.462023840918128, -1.46867835745635, 2.03963901069948, 1.33333, 0.815047, 0.0250903, -0.0257198
164, 5.03958, 3.73316, -0.139, -0.370320458266592, -1.53806665150643, 2.12290905189835, 1.33333, 0.815008, 0.0249434, -0.025065
165, 5.11467, 3.69913, -0.146284, -0.245458479049436, -1.69626833530348, 2.20230672923788, 1.33333, 0.813384, 0.0251796, -0.0252108
166, 2.96715, 3.54778, -0.154554, -1.03984258918541, -1.16724798842035, 1.4387591586189, 1.33333, 0.816755, 0.0225868, -0.021432
167, 3.03976, 3.50547, -0.092945, -0.946450812233178, -1.13239533640958, 1.58469885759355, 1.33333, 0.816499, 0.0230137, -0.0223339
168, 3.04828, 3.49465, -0.0955265, -0.916258524740994, -1.14631334885644, 1.62428341732824, 1.33333, 0.81634, 0.0235725, -0.0227769
169, 3.10796, 3.44661, -0.0580998, -0.715448512969929, -1.13769938481598, 1.77623375096901, 1.33333, 0.815716, 0.0237115, -0.0220464
170, 3.09327, 3.45011, -0.0680783, -0.726831588989729, -1.08676133942029, 1.73912080736332, 1.33333, 0.816208, 0.0221462, -0.0212317
171, 3.11088, 3.42579, -0.0717737, -0.669897549665334, -1.13826234563608, 1.82855983745397, 1.33333, 0.816139, 0.0239876, -0.0223426
172, 3.15167, 3.36497, -0.0765369, -0.509346995612331, -1.2212953214768, 1.92456791490516, 1.33333, 0.816008, 0.0267713, -0.0255476
173, 3.19973, 3.31601, -0.0840544, -0.42735956116955, -1.28391550227272, 2.03750032008373, 1.33333, 0.815286, 0.0267418, -0.0259917
174, 3.55074, 1.76748, -0.0869789, -0.518321779623502, -1.076738568519, 1.87312200201834, 1.33333, 0.815709, 0.025184, -0.025491
175, 3.54488, 1.69659, -0.119276, -0.496208907062421, -1.36611609385726, 1.96980356959097, 1.33333, 0.81591, 0.0242488, -0.0246326
176, 3.59978, 1.65189, -0.132354, -0.331529077618648, -1.57485840245288, 2.1935324065743, 1.33333, 0.815548, 0.024209, -0.0248264
177, 3.33629, 2.25243, -0.180908, -1.15960781262613, -1.01470380274744, 1.16437962930344, 0.75, 0.81551, 0.0223107, -0.0209131
178, 3.34345, 2.2109, -0.165661, -1.02258851912141, -1.07735765237139, 1.36841974592722, 0.75, 0.81614, 0.0229367, -0.0224678
179, 3.35501, 2.17106, -0.151073, -0.86107534088704, -1.13018604503334, 1.5888472113026, 0.75, 0.816376, 0.0242136, -0.0224775
180, 3.33845, 2.26928, -0.181534, -1.01730437923104, -1.03038789479976, 1.35844300169357, 0.75, 0.816052, 0.0230758, -0.0224752
181, 3.36469, 2.20432, -0.149477, -0.758653458806277, -1.15358344109235, 1.59375061081039, 0.75, 0.816685, 0.0230155, -0.021742
182, 3.20753, 2.31393, -0.103226, -1.02163488763729, -0.953158716914893, 1.27602593803753, 0.75, 0.815669, 0.0227903, -0.0222203
183, 5.37521, 3.91824, -0.0588669, -0.601546231675018, -1.02730779476374, 1.82458601349271, 1.33333, 0.815983, 0.024038, -0.0228532
184, 5.42812, 3.86982, -0.055222, -0.54792183605757, -1.07287865564778, 1.96460230001214, 1.33333, 0.815634, 0.0246432, -0.0234098
185, 5.47873, 3.81784, -0.0668687, -0.422245053579788, -1.18286366488513, 2.06570654952262, 1.33333, 0.816116, 0.025959, -0.0256616
186, 5.55338, 3.76577, -0.0884518, -0.29607926876782, -1.35805429435948, 2.24790118265748, 1.33333, 0.816982, 0.0255563, -0.0259876
187, 5.62851, 3.73454, -0.102505, -0.123149915798032, -1.48897298281367, 2.3710133212501, 1.33333, 0.816133, 0.0248773, -0.0249912
