ImageId, PositionX, PositionY, PositionZ, RotationX, RotationY, RotationZ, AspectRatio, FocalLength, RadialDistortionK1, RadialDistortionK2
188, 6.27947, 1.74565, -0.192536, -1.09487290007484, -0.771175865780926, 1.16662243471681, 1.33333, 0.816066, 0.0225235, -0.0207867
189, 6.29892, 1.74223, -0.149145, -1.02232643599728, -0.703424910945271, 1.17914656639415, 1.33333, 0.81499, 0.0229939, -0.0211916
190, 6.31495, 1.74345, -0.140718, -1.03929510349857, -0.665955491855504, 1.1806856722408, 1.33333, 0.814815, 0.0225593, -0.0209157
191, 6.33767, 1.73521, -0.103141, -0.973707156361174, -0.628468497767849, 1.23755782616734, 1.33333, 0.815288, 0.0222943, -0.0207014
192, 6.38361, 1.67609, -0.0691933, -0.859751763887179, -0.626237017572405, 1.42119885390434, 1.33333, 0.816624, 0.0238054, -0.0230459
193, 6.3756, 1.60942, -0.067082, -0.806086844249643, -0.706114253020716, 1.57090240095447, 1.33333, 0.816921, 0.0257025, -0.0258312
194, 6.37544, 1.59371, -0.0745997, -0.789378607333703, -0.765500316462273, 1.6352787062291, 1.33333, 0.817351, 0.0262041, -0.0264279
195, 6.36031, 1.55983, -0.0752161, -0.773290986891689, -0.810412744286075, 1.66783654117697, 1.33333, 0.816189, 0.0270331, -0.0268291
196, 6.3668, 1.49965, -0.0695255, -0.697214152235019, -0.903652376430756, 1.76725753016517, 1.33333, 0.814833, 0.0284952, -0.0280608
197, 6.40792, 1.42846, -0.0705307, -0.565782638367277, -1.00482763190654, 1.93132970877594, 1.33333, 0.81584, 0.0272431, -0.0283809
198, 6.46275, 1.35998, -0.0849795, -0.427739074502027, -1.1421693047057, 2.11800213757587, 1.33333, 0.817062, 0.0257549, -0.0256933
199, 6.49358, 1.30675, -0.0772859, -0.361862306752522, -1.25037307228896, 2.1673311816865, 1.33333, 0.81469, 0.0242214, -0.0248965
200, 6.3728, 1.62763, -0.0810286, -0.623461813341639, -0.917117707894274, 1.73362305265308, 0.75, 1.47054, 0.0717298, -0.0730862
201, 6.39969, 1.73894, -0.121455, -0.770734267196294, -0.737113410257838, 1.57073878658864, 0.75, 1.48345, 0.081456, -0.0831104
202, 6.43132, 1.85894, -0.121352, -0.780557820500856, -0.694561086774484, 1.41260653783781, 0.75, 1.47863, 0.0768679, -0.0786225
203, 7.78557, 2.22267, -0.137428, -0.666595540381918, -0.861746005401181, 1.70034681265341, 1.33333, 2.03347, 0.0779369, -0.0788648
204, 7.76548, 2.29217, -0.137351, -0.770421337664177, -0.756917528992494, 1.52688099224904, 1.33333, 2.02874, 0.0616958, -0.0623045
210, 19.0399, 10.0026, -0.713464, -0.938545802384533, -1.350049561126, 1.43981393986844, 1.33333, 1.74861, 0.00237719, -0.0023781
228, 9.16246, -0.863086, -0.242752, -0.914630514979423, -0.875894378773495, 1.31357280752252, 0.75, 1.10809, 0.0387323, -0.0397
229, 8.97064, -0.738263, -0.153602, -0.781604661390688, -0.62421784147831, 1.4205296586762, 1.33333, 1.11179, 0.0352057, -0.0358818
231, 8.59834, -0.174503, 0.001455, -0.71466147463114, -1.05788538076513, 1.65988324728475, 1.33333, 2.76879, -0.00386502, 0.00386379
232, 8.57293, -0.188882, 0.00973403, -0.724466003033004, -1.06183524444984, 1.68368797872621, 1.33333, 3.14659, -0.00136064, 0.00136054
234, 8.73276, -0.334123, -0.149488, -0.79194177403843, -0.943204106297686, 1.57005945381091, 1.33333, 3.28005, -0.0109833, 0.0109769
235, 8.72594, -0.326757, -0.132846, -0.879512394773002, -0.785105793107231, 1.42822513250767, 1.33333, 3.25741, -0.0318773, 0.0318199
236, 8.64532, -0.328543, -0.100885, -0.97790675947765, -0.684002425153062, 1.28254844990306, 1.33333, 3.23216, -0.026685, 0.026645
237, 8.66439, -0.341642, -0.0716046, -0.866547494956632, -0.63675798810363, 1.33598503028448, 1.33333, 3.23211, -0.0535802, 0.0534193
238, 8.74833, -0.353231, -0.122569, -0.809338055843569, -0.69040409361477, 1.44896471176222, 1.33333, 3.26588, -0.0673669, 0.0671198
239, 8.76233, -0.380124, -0.13564, -0.754277982764949, -0.788827915262433, 1.54607331964364, 1.33333, 3.27122, -0.0432136, 0.0431115
240, 8.70705, -0.358569, -0.063275, -0.729771860708467, -0.627447411224134, 1.4764550222794, 1.33333, 3.24634, -0.045366, 0.0452597
241, 8.49259, -0.283662, 0.0826696, -0.808008822282791, -0.577242570647925, 1.40734265255692, 1.33333, 3.15762, -0.0451465, 0.0450313
242, 8.47871, -0.293619, 0.183636, -0.697107557269245, -0.534819233316203, 1.51006697658442, 1.33333, 3.15063, -0.024381, 0.0243445
243, 8.54134, -0.310213, 0.129799, -0.667381548548705, -0.539444127062347, 1.5547894570241, 1.33333, 3.17053, -0.0159814, 0.0159659
244, 8.50248, -0.319865, 0.150859, -0.680075337731539, -0.53678885173125, 1.54751510150006, 1.33333, 3.16176, -0.0194186, 0.0193957
245, 8.51413, -0.299161, 0.167981, -0.66782498114146, -0.532941808452802, 1.55215163822825, 1.33333, 3.15766, -0.0146752, 0.0146624
246, 8.73499, -0.346283, -0.0907683, -0.700530398752504, -0.61613721120158, 1.57240943842145, 1.33333, 3.25701, -0.0363281, 0.0362588
247, 7.57335, 2.64765, -0.0931129, -0.606874201608081, -0.860538615890227, 1.73724304659364, 1.33333, 1.12209, 0.0420705, -0.0433103
248, 7.35198, 2.59828, -0.157314, -0.814711540170889, -1.11512765962008, 1.56995953025467, 1.33333, 1.12733, 0.0422762, -0.044082
249, 7.32917, 2.59368, -0.209862, -0.962664449980009, -1.32571533191844, 1.48405378535437, 1.33333, 1.12667, 0.0462075, -0.0477833
250, 7.32356, 2.63311, -0.208116, -0.922864216226492, -1.29153460321994, 1.45987432882984, 0.75, 1.12149, 0.0454228, -0.0468507
251, 7.31697, 2.2589, -0.160348, -0.605971441279081, -1.46046268098545, 1.86707182880651, 1.33333, 1.13557, 0.0496326, -0.0516108
252, 7.25866, 2.33705, -0.157435, -1.07873755301219, -0.886036869850522, 1.2659213861294, 1.33333, 1.13667, 0.0466167, -0.0494245
253, 7.25846, 2.40359, -0.197172, -1.22753678261811, -0.780808355512498, 0.918951896070336, 1.33333, 1.13668, 0.0410904, -0.0424318
